kitsu_id,slug,title_canonical,title_en,title_ja,synopsis_clean,doc_text,tags_all_json
1984,soul-eater,Soul Eater,Soul Eater,SOUL EATER,"In a world where technicians wield the select humans who can turn into weapons, Shinigami-sama created a school to teach young technicians and their shape shifting partners what it means to be a just death god. In order to create the ultimate weapon, the students of the school must collect the souls of 99 evil humans and 1 witch.","Titres: Soul Eater | SOUL EATER
Synopsis: In a world where technicians wield the select humans who can turn into weapons, Shinigami-sama created a school to teach young technicians and their shape shifting partners what it means to be a just death god. In order to create the ultimate weapon, the students of the school must collect the souls of 99 evil humans and 1 witch.
Tags: Action, Comedy, Ecchi, Fantasy, Shounen, Supernatural
Auteurs: Atsushi Ookubo (Scénario & Dessin)","[""Action"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Shounen"", ""Supernatural""]"
2299,detective-conan,Case Closed,Detective Conan,名探偵コナン,"Kudo Shinichi is a seventeen year-old high school detective whom people call the ""Modern Sherlock Holmes."" However, one night after a date with his childhood sweetheart, Ran, Shinichi witnessed an illegal trade and, caught off his guard, was knocked unconscious and fed a drug that was supposed to kill him... but he woke up and found himself shrunken to a seven year-old. In order to track down the men who did this to him, Shinichi hid his identity and lived with Ran, whose father happened to be a hopeless detective, and with that came a series of murders and mysteries that he must solve.","Titres: Case Closed | Detective Conan | 名探偵コナン
Synopsis: Kudo Shinichi is a seventeen year-old high school detective whom people call the ""Modern Sherlock Holmes."" However, one night after a date with his childhood sweetheart, Ran, Shinichi witnessed an illegal trade and, caught off his guard, was knocked unconscious and fed a drug that was supposed to kill him... but he woke up and found himself shrunken to a seven year-old. In order to track down the men who did this to him, Shinichi hid his identity and lived with Ran, whose father happened to be a hopeless detective, and with that came a series of murders and mysteries that he must solve.
Tags: Action, Adventure, Comedy, Cops, Crime, Detective, Elementary School, Friendship, Mystery, Police, Psychological, Romance, Shounen, Thievery, Violence
Auteurs: Gosho Aoyama (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Cops"", ""Crime"", ""Detective"", ""Elementary School"", ""Friendship"", ""Mystery"", ""Police"", ""Psychological"", ""Romance"", ""Shounen"", ""Thievery"", ""Violence""]"
2435,dorohedoro,Dorohedoro,Dorohedoro,ドロヘドロ,"In a city so dismal it's known only as ""the Hole,"" a clan of Sorcerers have been plucking people off the streets to use as guinea pigs for atrocious ""experiments"" in the black arts. In a dark alley, Nikaido found Caiman, a man with a reptile head and a bad case of amnesia. To undo the spell, they're hunting and killing the Sorcerers in the Hole, hoping that eventually they'll kill the right one. But when En, the head Sorcerer, gets word of a lizard-man slaughtering his people, he sends a crew of ""cleaners"" into the Hole, igniting a war between two worlds.","Titres: Dorohedoro | ドロヘドロ
Synopsis: In a city so dismal it's known only as ""the Hole,"" a clan of Sorcerers have been plucking people off the streets to use as guinea pigs for atrocious ""experiments"" in the black arts. In a dark alley, Nikaido found Caiman, a man with a reptile head and a bad case of amnesia. To undo the spell, they're hunting and killing the Sorcerers in the Hole, hoping that eventually they'll kill the right one. But when En, the head Sorcerer, gets word of a lizard-man slaughtering his people, he sends a crew of ""cleaners"" into the Hole, igniting a war between two worlds.
Tags: Action, Adventure, Comedy, Fantasy, Horror, Magic, Mystery, Psychological, Seinen, Supernatural
Auteurs: Q Hayashida (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Horror"", ""Magic"", ""Mystery"", ""Psychological"", ""Seinen"", ""Supernatural""]"
2704,3-gatsu-no-lion,3-gatsu no Lion,March Comes in Like a Lion,3月のライオン,"A youth named Kiriyama Rei, who lost his family as a child, endures loneliness to become a professional shogi player. Then, through a chance meeting, he develops a relationship with the three Kawamoto sisters, who hail from a working-class district of the city, and little by little his frozen heart begins to thaw.","Titres: 3-gatsu no Lion | March Comes in Like a Lion | 3月のライオン
Synopsis: A youth named Kiriyama Rei, who lost his family as a child, endures loneliness to become a professional shogi player. Then, through a chance meeting, he develops a relationship with the three Kawamoto sisters, who hail from a working-class district of the city, and little by little his frozen heart begins to thaw.
Tags: Coming Of Age, Drama, Family, Game, School Clubs, Seinen, Slice of Life, Sports, Thriller
Auteurs: Chika Umino (Scénario & Dessin)","[""Coming Of Age"", ""Drama"", ""Family"", ""Game"", ""School Clubs"", ""Seinen"", ""Slice of Life"", ""Sports"", ""Thriller""]"
2811,nisekoi,Nisekoi,Nisekoi: False Love,ニセコイ,"As a child, Raku Ichijo made a secret promise with his childhood sweetheart, keeping a pendant as a memento while his love took the key. He dreams of one day meeting his past love, but years later, reality smashes his hopes when Chitoge Kirisaki accidentally knees him in the face... Though Raku’s a normal high schooler, his family heads the notorious yakuza gang the Shuei-Gumi faction! And he’s dragged into family affairs when he’s forced into a relationship with Chitoge, the daughter of a rival gang’s boss! Despite their constant spats, the two somehow fool everyone with their false relationship. Raku then discovers that Chitoge has a mysterious key from her past, which she can’t remember... Plus, two other girls appear with keys as well—Kosaki Onodera and Marika Tachibana! Caught in the midst of this love maelstrom, even more complications arise for Raku when his class decides on Romeo and Juliet as the class’s play for the school festival. Can the two false lovebirds pull off the impossible and make the play a success?","Titres: Nisekoi | Nisekoi: False Love | ニセコイ
Synopsis: As a child, Raku Ichijo made a secret promise with his childhood sweetheart, keeping a pendant as a memento while his love took the key. He dreams of one day meeting his past love, but years later, reality smashes his hopes when Chitoge Kirisaki accidentally knees him in the face... Though Raku’s a normal high schooler, his family heads the notorious yakuza gang the Shuei-Gumi faction! And he’s dragged into family affairs when he’s forced into a relationship with Chitoge, the daughter of a rival gang’s boss! Despite their constant spats, the two somehow fool everyone with their false relationship. Raku then discovers that Chitoge has a mysterious key from her past, which she can’t remember... Plus, two other girls appear with keys as well—Kosaki Onodera and Marika Tachibana! Caught in the midst of this love maelstrom, even more complications arise for Raku when his class decides on Romeo and Juliet as the class’s play for the school festival. Can the two false lovebirds pull off the impossible and make the play a success?
Tags: Comedy, Harem, Romance, School, School Life, Shounen
Auteurs: Naoshi Komi (Scénario & Dessin)","[""Comedy"", ""Harem"", ""Romance"", ""School"", ""School Life"", ""Shounen""]"
3480,kingdom,Kingdom,Kingdom,キングダム,"Millions of years have passed since the times of legends, when the worlds of man and gods were still the same. In these times it was the desires of man that moved the world. It is the period of the 500 year war: the Era of Warring States. Kingdom is the story of a young boy who grew into a great general and all the trials and bloodshed that led him there.","Titres: Kingdom | キングダム
Synopsis: Millions of years have passed since the times of legends, when the worlds of man and gods were still the same. In these times it was the desires of man that moved the world. It is the period of the 500 year war: the Era of Warring States. Kingdom is the story of a young boy who grew into a great general and all the trials and bloodshed that led him there.
Tags: Action, Conspiracy, Drama, Historical, Military, Politics, Seinen, Swordplay, Thriller, War
Auteurs: Yasuhisa Hara (Scénario & Dessin)","[""Action"", ""Conspiracy"", ""Drama"", ""Historical"", ""Military"", ""Politics"", ""Seinen"", ""Swordplay"", ""Thriller"", ""War""]"
3625,jojo-s-bizarre-adventure-part-7-steel-ball-run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,"America, 1890. The longest and most significant race ever, the Steel Ball Run, is about to start. It's a race from San Diego, California, to New York City, New York, and while horses are the traditional racing medium, anything can be used. The winner is the one with the most points, via checkpoint placement, when they reach New York—the prize: $2,000,000. Gyro Zeppelli, a mysterious man with an equally mysterious steel ball, is planning on winning the race. Johnny Joestar (JoJo) is a former jockey who's cockiness got him paralyzed from the legs down. An accidental contact with the steel ball made his leg twitch, so he's in the race the learn about Gyro's steel ball. But the challenges of Diego Brando, a popular European jockey, Pocoloco, a slave with the Devil's Luck, Sandman, a native american who is sprinting all the way to NYC, and others will make it hard for Gyro and JoJo to win.","Titres: JoJo's Bizarre Adventure Part 7: Steel Ball Run | ジョジョの奇妙な冒険 Part7 STEEL BALL RUN
Synopsis: America, 1890. The longest and most significant race ever, the Steel Ball Run, is about to start. It's a race from San Diego, California, to New York City, New York, and while horses are the traditional racing medium, anything can be used. The winner is the one with the most points, via checkpoint placement, when they reach New York—the prize: $2,000,000. Gyro Zeppelli, a mysterious man with an equally mysterious steel ball, is planning on winning the race. Johnny Joestar (JoJo) is a former jockey who's cockiness got him paralyzed from the legs down. An accidental contact with the steel ball made his leg twitch, so he's in the race the learn about Gyro's steel ball. But the challenges of Diego Brando, a popular European jockey, Pocoloco, a slave with the Devil's Luck, Sandman, a native american who is sprinting all the way to NYC, and others will make it hard for Gyro and JoJo to win.
Tags: Action, Adventure, Fantasy, Historical, Horror, Mystery, Shounen, Supernatural, Thriller
Auteurs: Hirohiko Araki (Scénario & Dessin)","[""Action"", ""Adventure"", ""Fantasy"", ""Historical"", ""Horror"", ""Mystery"", ""Shounen"", ""Supernatural"", ""Thriller""]"
5927,no-game-no-life-novel,No Game No Life,No Game No Life,ノーゲーム・ノーライフ,"Meet Sora and Shiro, a brother and sister who are loser shut-ins by normal standards. But these siblings don't play by the rules of the ""crappy game"" that is average society. In the world of gaming, this genius pair reigns supreme, their invincible avatar so famous that it's the stuff of urban legend. So when a young boy calling himself God summons the siblings to a fantastic alternate world where war is forbidden and all conflicts - even those involving national borders - are decided by the outcome of games, Sora and Shiro have pretty much hit the jackpot. But they soon learn that in this world, humanity, cornered and outnumbered by other species, survives within the confines of one city. Will Sora and Shiro, two failures at life, turn out to be the saviors of mankind? Let the games begin...!","Titres: No Game No Life | ノーゲーム・ノーライフ
Synopsis: Meet Sora and Shiro, a brother and sister who are loser shut-ins by normal standards. But these siblings don't play by the rules of the ""crappy game"" that is average society. In the world of gaming, this genius pair reigns supreme, their invincible avatar so famous that it's the stuff of urban legend. So when a young boy calling himself God summons the siblings to a fantastic alternate world where war is forbidden and all conflicts - even those involving national borders - are decided by the outcome of games, Sora and Shiro have pretty much hit the jackpot. But they soon learn that in this world, humanity, cornered and outnumbered by other species, survives within the confines of one city. Will Sora and Shiro, two failures at life, turn out to be the saviors of mankind? Let the games begin...!
Tags: Adventure, Comedy, Ecchi, Fantasy, Supernatural
Auteurs: Yuu Kamiya (Scénario & Dessin)","[""Adventure"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Supernatural""]"
6157,koe-no-katachi,Koe no Katachi,A Silent Voice,聲の形,"Nishimiya Shouko is a student with hearing impairment. During elementary school, after moving to a new school, Shouko becomes a target of bullying and soon has to transfer. What she did not expect is that some years later, Ishida Shouya, one of the bullies who both did suffer last arise again in your life with a new purpose.","Titres: Koe no Katachi | A Silent Voice | 聲の形
Synopsis: Nishimiya Shouko is a student with hearing impairment. During elementary school, after moving to a new school, Shouko becomes a target of bullying and soon has to transfer. What she did not expect is that some years later, Ishida Shouya, one of the bullies who both did suffer last arise again in your life with a new purpose.
Tags: Coming Of Age, Drama, Japan, Present, School, School Life
Auteurs: Yoshitoki Ooima (Scénario & Dessin)","[""Coming Of Age"", ""Drama"", ""Japan"", ""Present"", ""School"", ""School Life""]"
6182,kaichou-wa-maid-sama,Kaichou wa Maid-sama!,Maid-Sama!,会長はメイド様！,"The class president has a little secret she's keeping from everyone in her high school. As President of the Student Council, the overachieving feminist Misaki really socks it to the guys in an attempt to make the former all-boys' school attract a more female student body. But what will she do when the most awesome boy in class finds out Misaki's part-time job is in a maid café?! It's love at first fight in this shojo romantic comedy—with a whole new look at the battle between the genres!","Titres: Kaichou wa Maid-sama! | Maid-Sama! | 会長はメイド様！
Synopsis: The class president has a little secret she's keeping from everyone in her high school. As President of the Student Council, the overachieving feminist Misaki really socks it to the guys in an attempt to make the former all-boys' school attract a more female student body. But what will she do when the most awesome boy in class finds out Misaki's part-time job is in a maid café?! It's love at first fight in this shojo romantic comedy—with a whole new look at the battle between the genres!
Tags: Comedy, Maid, Romance, School, School Life
Auteurs: Hiro Fujiwara (Scénario & Dessin)","[""Comedy"", ""Maid"", ""Romance"", ""School"", ""School Life""]"
6490,pandora-hearts,Pandora Hearts,Pandora Hearts,PandoraHearts,"The air of celebration surrounding fifteen-year-old Oz Vessalius’s coming-of-age ceremony quickly turns to horror when he is condemned for a sin about which he knows nothing. He is thrown into the eternal prison known as the Abyss, from which there is no escape. There, he meets a young girl named Alice, who is not what she seems. Now that the relentless cogs of fate have begun to turn, do they lead only to crushing despair for Oz, or is there some shred of hope for him to grasp on to? Included one-shot: Volume 8: Pandora Hearts (pilot)","Titres: Pandora Hearts | PandoraHearts
Synopsis: The air of celebration surrounding fifteen-year-old Oz Vessalius’s coming-of-age ceremony quickly turns to horror when he is condemned for a sin about which he knows nothing. He is thrown into the eternal prison known as the Abyss, from which there is no escape. There, he meets a young girl named Alice, who is not what she seems. Now that the relentless cogs of fate have begun to turn, do they lead only to crushing despair for Oz, or is there some shred of hope for him to grasp on to? Included one-shot: Volume 8: Pandora Hearts (pilot)
Tags: Adventure, Contemporary Fantasy, Fantasy, Mystery, Sports, Supernatural
Auteurs: Jun Mochizuki (Scénario & Dessin)","[""Adventure"", ""Contemporary Fantasy"", ""Fantasy"", ""Mystery"", ""Sports"", ""Supernatural""]"
7176,tokyo-ghoul-m,Tokyo Ghoul,Tokyo Ghoul,東京喰種トーキョーグール,"Shy Ken Kaneki is thrilled to go on a date with the beautiful Rize. But it turns out that she’s only interested in his body—eating it, that is. When a morally questionable rescue transforms him into the first half-human half-Ghoul hybrid, Ken is drawn into the dark and violent world of Ghouls, which exists alongside our own. Note: Includes 1 extra chapter.","Titres: Tokyo Ghoul | 東京喰種トーキョーグール
Synopsis: Shy Ken Kaneki is thrilled to go on a date with the beautiful Rize. But it turns out that she’s only interested in his body—eating it, that is. When a morally questionable rescue transforms him into the first half-human half-Ghoul hybrid, Ken is drawn into the dark and violent world of Ghouls, which exists alongside our own. Note: Includes 1 extra chapter.
Tags: Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural, Thriller
Auteurs: Sui Ishida (Scénario & Dessin)","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Seinen"", ""Supernatural"", ""Thriller""]"
7375,kimi-ni-todoke,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,"Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring"", which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe...there is even a little hope for some romance in her future.","Titres: Kimi ni Todoke | Kimi ni Todoke: From Me to You | 君に届け
Synopsis: Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring"", which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe...there is even a little hope for some romance in her future.
Tags: Drama, Friendship, High School, Romance, School, School Life, Shoujo, Slice of Life, Slow When It Comes To Love
Auteurs: Karuho Shiina (Scénario & Dessin)","[""Drama"", ""Friendship"", ""High School"", ""Romance"", ""School"", ""School Life"", ""Shoujo"", ""Slice of Life"", ""Slow When It Comes To Love""]"
8549,kuroshitsuji,Kuroshitsuji,Black Butler,黒執事,"In Victorian era Europe, a young boy loses everything he once held near and dear to a vicious plot. In his moment of death, he strikes a deal with a demon: his soul, in exchange for revenge. Ciel Phantomhive is now the head of the Phantomhive corporation, handling all business affairs as well as the underground work for the Queen of England. His new partner is a demon butler, Sebastian Michaelis, whose prowess as a butler is only surpassed by his strength as a demon. The story follows the two along with their other servants, as they work to unravel the plot behind Ciel's parents' murder, and the horrendous tragedies that befell Ciel in the month directly after.","Titres: Kuroshitsuji | Black Butler | 黒執事
Synopsis: In Victorian era Europe, a young boy loses everything he once held near and dear to a vicious plot. In his moment of death, he strikes a deal with a demon: his soul, in exchange for revenge. Ciel Phantomhive is now the head of the Phantomhive corporation, handling all business affairs as well as the underground work for the Queen of England. His new partner is a demon butler, Sebastian Michaelis, whose prowess as a butler is only surpassed by his strength as a demon. The story follows the two along with their other servants, as they work to unravel the plot behind Ciel's parents' murder, and the horrendous tragedies that befell Ciel in the month directly after.
Tags: Action, Comedy, Demon, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural
Auteurs: Yana Toboso (Scénario & Dessin)","[""Action"", ""Comedy"", ""Demon"", ""Demons"", ""Fantasy"", ""Historical"", ""Mystery"", ""Shounen"", ""Supernatural""]"
8777,deadman-wonderland,Deadman Wonderland,Deadman Wonderland,デッドマン・ワンダーランド,"Ten years have passed since the Great Tokyo Earthquake, and the people's memories of the disaster have faded. Ganta Igarashi, a middle school evacuee, has finally begun to live a normal life...That is, until the day ""Red Man"" appears at his school and Ganta's fate is changed forever. His entire class is brutally murdered, and although innocent of the crime, Ganta is sentenced to death and sent to the bizarre prison known as ""Deadman Wonderland."" An insane and brutal game of prison survival begins!","Titres: Deadman Wonderland | デッドマン・ワンダーランド
Synopsis: Ten years have passed since the Great Tokyo Earthquake, and the people's memories of the disaster have faded. Ganta Igarashi, a middle school evacuee, has finally begun to live a normal life...That is, until the day ""Red Man"" appears at his school and Ganta's fate is changed forever. His entire class is brutally murdered, and although innocent of the crime, Ganta is sentenced to death and sent to the bizarre prison known as ""Deadman Wonderland."" An insane and brutal game of prison survival begins!
Tags: Action, Adventure, Drama, Fantasy, Science Fiction, Shounen, Supernatural
Auteurs: Kazuma Kondou (Scénario & Dessin); Jinsei Kataoka (Scénario & Dessin)","[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Science Fiction"", ""Shounen"", ""Supernatural""]"
9855,akagami-no-shirayuki-hime,Akagami no Shirayuki-hime,Snow White with the Red Hair,赤髪の白雪姫,"Shirayuki was a young girl born with unique apple-red hair. She meets a famous but foolish Prince Raji, who falls in love with her at first sight and orders her to become his concubine. With nowhere else to go, Shirayuki cuts her hair and escapes to a neighboring country. While traversing through the forests, she meets a young boy, Zen, who helps her after she boldly cures his wounds but then gets poisoned by an apple given to Shirayuki. Meanwhile, Prince Raji sends out henchmen to search for her. What will happen to Shirayuki? What is Zen’s true character? A refreshing fantasy story between an optimistic heroine and a prince who constantly stays on her watch. Included one-shots: Volume 1: Hachigatsu no Shikisai (Four-season Color of August) Volume 2: Bokura wo Tsunaide. (Bind Us)","Titres: Akagami no Shirayuki-hime | Snow White with the Red Hair | 赤髪の白雪姫
Synopsis: Shirayuki was a young girl born with unique apple-red hair. She meets a famous but foolish Prince Raji, who falls in love with her at first sight and orders her to become his concubine. With nowhere else to go, Shirayuki cuts her hair and escapes to a neighboring country. While traversing through the forests, she meets a young boy, Zen, who helps her after she boldly cures his wounds but then gets poisoned by an apple given to Shirayuki. Meanwhile, Prince Raji sends out henchmen to search for her. What will happen to Shirayuki? What is Zen’s true character? A refreshing fantasy story between an optimistic heroine and a prince who constantly stays on her watch. Included one-shots: Volume 1: Hachigatsu no Shikisai (Four-season Color of August) Volume 2: Bokura wo Tsunaide. (Bind Us)
Tags: Drama, Fantasy, Historical, Romance
Auteurs: Sorata Akizuki (Scénario & Dessin)","[""Drama"", ""Fantasy"", ""Historical"", ""Romance""]"
9964,oyasumi-punpun,Oyasumi Punpun,Goodnight Punpun,おやすみプンプン,"Punpun is an ordinary young boy growing up in Japan whose age of innocence has reached its end after his father is arrested for spousal abuse and putting his mother in the hospital. With his uncle looking after him, Punpun grows into adulthood facing a series of events which change him, for better or worse, forcing him to contemplate just what it means to be an adult.","Titres: Oyasumi Punpun | Goodnight Punpun | おやすみプンプン
Synopsis: Punpun is an ordinary young boy growing up in Japan whose age of innocence has reached its end after his father is arrested for spousal abuse and putting his mother in the hospital. With his uncle looking after him, Punpun grows into adulthood facing a series of events which change him, for better or worse, forcing him to contemplate just what it means to be an adult.
Tags: Coming Of Age, Drama, Psychological, Slice of Life
Auteurs: Inio Asano (Scénario & Dessin)","[""Coming Of Age"", ""Drama"", ""Psychological"", ""Slice of Life""]"
10022,fullmetal-alchemist-novel,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,"Somewhere between magic, art and science exists a world of alchemy. And into this world travel Edward and Alphonse Elric—two brothers in search of the Philosopher's Stone, the ultimate alchemical treasure!","Titres: Fullmetal Alchemist | 鋼の錬金術師
Synopsis: Somewhere between magic, art and science exists a world of alchemy. And into this world travel Edward and Alphonse Elric—two brothers in search of the Philosopher's Stone, the ultimate alchemical treasure!
Tags: Action, Adventure, Comedy, Drama, Fantasy, Historical, Mystery, Psychological, Shounen, Supernatural
Auteurs: Hiromu Arakawa (Dessin); Makoto Inoue (Scénario)","[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Historical"", ""Mystery"", ""Psychological"", ""Shounen"", ""Supernatural""]"
10979,dengeki-daisy,Dengeki Daisy,Dengeki Daisy,電撃デイジー,"Before he died, Kurebayashi Teru's brother gave her only a cell phone, telling her to contact ""Daisy"" if she ever needs someone to talk to. Now, even though she lives alone and without relatives, Teru never feels lonely because Daisy is her constant confidant and supporter. In order to pay off a debt, Teru finds herself needing to work for the rude, inconsiderate, and abusive (not to mention quite handsome) school janitor, Kurosaki Tasuku. While her predicament seems on the opposite spectrum of her relationship with Daisy, maybe Teru's two different worlds are more closely connected than she thought? Included one-shot: Volume 16: Hetakuso Cupid (The Hopeless Cupid)","Titres: Dengeki Daisy | 電撃デイジー
Synopsis: Before he died, Kurebayashi Teru's brother gave her only a cell phone, telling her to contact ""Daisy"" if she ever needs someone to talk to. Now, even though she lives alone and without relatives, Teru never feels lonely because Daisy is her constant confidant and supporter. In order to pay off a debt, Teru finds herself needing to work for the rude, inconsiderate, and abusive (not to mention quite handsome) school janitor, Kurosaki Tasuku. While her predicament seems on the opposite spectrum of her relationship with Daisy, maybe Teru's two different worlds are more closely connected than she thought? Included one-shot: Volume 16: Hetakuso Cupid (The Hopeless Cupid)
Tags: Comedy, Drama, Romance
Auteurs: Kyousuke Motomi (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Romance""]"
11152,akatsuki-no-yona,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,"Princess Yona lives an ideal life as the only princess of her kingdom. Doted on by her father, the king, and protected by her faithful guard Hak, she cherishes the time spent with the man she loves, Su-won. But everything changes on her 16th birthday when tragedy strikes her family!","Titres: Akatsuki no Yona | Yona of the Dawn | 暁のヨナ
Synopsis: Princess Yona lives an ideal life as the only princess of her kingdom. Doted on by her father, the king, and protected by her faithful guard Hak, she cherishes the time spent with the man she loves, Su-won. But everything changes on her 16th birthday when tragedy strikes her family!
Tags: Action, Adventure, Comedy, Drama, Fantasy, Friendship, Romance, Shoujo, Supernatural
Auteurs: Mizuho Kusanagi (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Friendship"", ""Romance"", ""Shoujo"", ""Supernatural""]"
11777,yamada-kun-to-7-nin-no-majo,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,山田くんと7人の魔女,"Ryuu Yamada is a second-year student at Suzaku High. Ryuu is always late for school, naps in class and gets abysmal grades. His life is a dead bore. The beautiful Urara Shiraishi, on the other hand, is Suzaku High's brightest student. One day, without explanation, their bodies are swapped! Ryuu ends up in Urara's body, and Urara in Ryuu's. Includes the side stories Muramura and Sobasshi no Ryouri Yacchimauzo★","Titres: Yamada-kun to 7-nin no Majo | Yamada-kun and the Seven Witches | 山田くんと7人の魔女
Synopsis: Ryuu Yamada is a second-year student at Suzaku High. Ryuu is always late for school, naps in class and gets abysmal grades. His life is a dead bore. The beautiful Urara Shiraishi, on the other hand, is Suzaku High's brightest student. One day, without explanation, their bodies are swapped! Ryuu ends up in Urara's body, and Urara in Ryuu's. Includes the side stories Muramura and Sobasshi no Ryouri Yacchimauzo★
Tags: Comedy, Drama, Ecchi, Fantasy, Gender Bender, Mystery, Romance, School Life, Shounen, Slice of Life, Supernatural
Auteurs: Miki Yoshikawa (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Ecchi"", ""Fantasy"", ""Gender Bender"", ""Mystery"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life"", ""Supernatural""]"
12619,haikyuu,Haikyuu!!,Haikyu!!,ハイキュー!!,"Ever since he saw the legendary player known as the ""Little Giant"" compete at the national volleyball finals, Shoyo Hinata has been aiming to be the best volleyball player ever! He decides to join the team at the high school the Little Giant went to-and then surpass him. Who says you need to be tall to play volleyball when you can jump higher than anyone else? After losing his first and last volleyball match against Tobio Kageyama, ""the King of the Court,"" Shoyo Hinata swears to become his rival after graduating middle school. But what happens when the guy he wants to defeat ends up being his teammate?! Note: Includes 2 extra chapters.","Titres: Haikyuu!! | Haikyu!! | ハイキュー!!
Synopsis: Ever since he saw the legendary player known as the ""Little Giant"" compete at the national volleyball finals, Shoyo Hinata has been aiming to be the best volleyball player ever! He decides to join the team at the high school the Little Giant went to-and then surpass him. Who says you need to be tall to play volleyball when you can jump higher than anyone else? After losing his first and last volleyball match against Tobio Kageyama, ""the King of the Court,"" Shoyo Hinata swears to become his rival after graduating middle school. But what happens when the guy he wants to defeat ends up being his teammate?! Note: Includes 2 extra chapters.
Tags: Comedy, Drama, Friendship, School, School Clubs, School Life, Shounen, Sports
Auteurs: Haruichi Furudate (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Friendship"", ""School"", ""School Clubs"", ""School Life"", ""Shounen"", ""Sports""]"
13243,orange,Orange,orange,orange,"Everyone has regrets in life. So who wouldn't take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.","Titres: Orange | orange
Synopsis: Everyone has regrets in life. So who wouldn't take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.
Tags: Drama, Romance, School Life, Science Fiction, Shoujo
Auteurs: Ichigo Takano (Scénario & Dessin)","[""Drama"", ""Romance"", ""School Life"", ""Science Fiction"", ""Shoujo""]"
14180,monster-musume-no-iru-nichijou,Monster Musume no Iru Nichijou,Monster Musume,モンスター娘のいる日常,"In a modern world where beast people exist and live with other humans, they have a regular household where a student lives with a lamia named Miia. The student, Kurusu Kimihito, came to live with Miia because of the culture exchange that has been going on with humans and sub-species alike. This is their story.","Titres: Monster Musume no Iru Nichijou | Monster Musume | モンスター娘のいる日常
Synopsis: In a modern world where beast people exist and live with other humans, they have a regular household where a student lives with a lamia named Miia. The student, Kurusu Kimihito, came to live with Miia because of the culture exchange that has been going on with humans and sub-species alike. This is their story.
Tags: Comedy, Ecchi, Fantasy, Harem, Japan, Juujin, Romance, Seinen, Slice of Life, Thriller
Auteurs: Takemaru Inui (Scénario & Dessin)","[""Comedy"", ""Ecchi"", ""Fantasy"", ""Harem"", ""Japan"", ""Juujin"", ""Romance"", ""Seinen"", ""Slice of Life"", ""Thriller""]"
